The state associated with the return,The State Federal Information Processing System (FIPS) code,zipcode,Number of returns,Number of joint returns,Number of head of household returns,Number of individuals,Number of elderly returns,Adjusted gross income (AGI),Number of returns with total income, Total income amount ,Total Income Tax,Mean Income,agi_stub_count,note
MS,28,39428,3770,1070,950,7320,860,202401,3770," 204,074 ",18569," 54,131.03 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39429,6140,2080,1410,12320,1580,358704,6140," 362,007 ",31715," 58,958.79 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39437,5150,2100,930,10660,1320,342473,5150," 345,686 ",34467," 67,123.50 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39439,1770,400,570,3430,410,78648,1770," 79,238 ",5319," 44,767.23 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39440,7020,1230,2610,14250,1490,400716,7020," 403,934 ",47378," 57,540.46 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39443,8940,3810,1590,18670,2480,576865,8940," 581,917 ",53859," 65,091.39 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39451,1600,670,290,3450,360,94543,1600," 95,347 ",7968," 59,591.88 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39452,11300,5180,1790,24570,2570,722345,11300," 726,729 ",64232," 64,312.30 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39455,3460,1520,560,7260,900,194756,3460," 196,276 ",15529," 56,727.17 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39456,530,180,150,1090,120,24982,530," 25,085 ",1714," 47,330.19 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39459,1410,630,250,3120,350,82212,1410," 82,897 ",6476," 58,792.20 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39461,220,100,40,440,60,15254,220," 15,291 ",1287," 69,504.55 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39462,400,140,100,820,110,20417,400," 20,503 ",1595," 51,257.50 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39464,890,420,120,1830,230,51692,890, 52086.000199999995 ,4368," 58,523.60 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39465,9670,4100,1680,20600,2250,671528,9670," 677,379 ",65671," 70,049.53 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39466,10930,3840,2150,22050,2780,622603,10930," 627,368 ",56187," 57,398.72 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39470,4670,2010,700,9640,1330,282736,4670," 284,902 ",25095," 61,006.85 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39474,2120,450,700,3980,540,91018,2120," 91,837 ",6322," 43,319.34 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39475,5580,2390,880,11690,1290,404598,5580," 407,835 ",42531," 73,088.71 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39476,2830,1260,450,6080,660,164502,2830," 165,412 ",13551," 58,449.47 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39478,730,290,150,1560,180,39060,730," 39,252 ",2981," 53,769.86 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39479,2350,1070,340,5020,580,147174,2350," 148,623 ",13357," 63,243.83 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39480,1020,450,160,2090,300,64272,1020," 64,949 ",5908," 63,675.49 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39481,680,310,110,1450,170,44470,680," 44,740 ",4252," 65,794.12 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39482,4630,2220,640,10330,1020,345840,4630," 349,356 ",34029," 75,454.86 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39483,2050,830,420,4390,500,111233,2050," 111,997 ",8512," 54,632.68 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39501,8040,1250,2600,15400,1550,307901,8040," 310,740 ",24892," 38,649.25 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39503,23620,7620,5080,46140,5570,1460980,23620," 1,474,757 ",146351," 62,436.79 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39507,7590,2120,1360,13540,2510,522327,7590," 527,474 ",60879," 69,495.92 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39520,5570,1760,1070,10380,1650,364567,5570," 368,919 ",39629," 66,233.21 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39525,4620,2120,400,8590,2060,398735,4620," 401,497 ",44707," 86,904.11 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39530,3070,630,720,5400,870,150280,3070," 151,746 ",14989," 49,428.66 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39531,7380,2110,1520,13840,1890,487326,7380," 491,098 ",57942," 66,544.44 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39532,15900,5630,2610,30160,4100,1079914,15900," 1,088,663 ",110712," 68,469.37 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39540,6060,1770,1180,11360,1270,389711,6060," 392,914 ",44078," 64,837.29 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39553,7750,2270,1870,14810,1930,435207,7750," 438,165 ",39356," 56,537.42 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39556,3070,1270,500,6230,730,186917,3070," 188,615 ",16250," 61,438.11 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39560,8300,3230,1150,15830,2690,557942,8300," 562,730 ",55668," 67,798.80 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39561,880,380,130,1820,220,47420,880," 47,630 ",3457," 54,125.00 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39562,6750,2800,1050,13520,1740,432273,6750," 434,815 ",38501," 64,417.04 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39563,4900,870,1530,8630,1410,211219,4900," 212,389 ",15947," 43,344.69 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39564,19480,7650,2890,38330,5230,1654116,19480," 1,669,441 ",201876," 85,700.26 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39565,8630,3850,1230,17850,2220,587292,8630," 590,824 ",54798," 68,461.65 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39567,4060,1200,940,7780,1110,303748,4060," 306,557 ",36339," 75,506.65 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39571,6210,2580,960,12510,1960,540153,6210," 545,597 ",70159," 87,857.81 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39572,440,130,100,820,120,22431,440," 22,495 ",1829," 51,125.00 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39573,3540,1710,430,7540,950,221378,3540," 223,103 ",19055," 63,023.45 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39574,5690,2400,850,11630,1400,331472,5690," 333,664 ",27337," 58,640.42 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39576,2470,820,480,4650,700,155925,2470," 157,289 ",16110," 63,679.76 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39577,3900,1430,820,7820,1050,226807,3900," 228,844 ",22199," 58,677.95 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39581,4590,970,1490,8870,890,210128,4590," 211,555 ",15928," 46,090.41 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39601,8790,3020,1940,17750,2270,549909,8790," 554,848 ",57620," 63,122.64 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39629,2580,1080,510,5550,610,153072,2580," 154,366 ",12463," 59,831.78 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39630,350,70,130,700,70,14763,350," 14,836 ",931," 42,388.57 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39631,1200,260,430,2460,320,61127,1200," 61,544 ",5148," 51,286.67 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39633,310,90,80,610,110,13178,310," 13,225 ",866," 42,661.29 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39638,1140,310,330,2310,360,49885,1140, 50255.000100000005 ,3341," 44,083.33 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39641,1600,660,280,3320,410,88982,1600," 89,840 ",6781," 56,150.00 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39643,510,170,130,1100,110,25239,510," 25,435 ",1765," 49,872.55 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39645,1840,690,400,3640,590,100287,1840," 101,316 ",7899," 55,063.04 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39647,440,220,70,900,130,25320,440," 25,436 ",1996," 57,809.09 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39648,7880,1610,2630,15440,1660,340695,7880," 343,878 ",26494," 43,639.34 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39652,2850,710,890,5560,700,122258,2850," 123,080 ",8899," 43,185.96 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39653,1040,430,200,2190,350,65036,1040, 65494.000199999995 ,5471," 62,975.00 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39654,2140,760,510,4360,560,116647,2140," 117,492 ",9282," 54,902.80 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39656,300,80,80,590,80,19282,300," 19,359 ",1559," 64,530.00 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39657,950,300,260,1840,270,49191,950, 49600.000100000005 ,3753," 52,210.53 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39661,1130,290,330,2200,250,51446,1130, 51714.000100000005 ,3565," 45,764.60 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39662,530,250,90,1190,140,32256,530, 32381.000200000002 ,2492," 61,096.23 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39663,1080,330,290,2170,300,50758,1080," 50,982 ",3500," 47,205.56 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39664,850,430,100,1820,280,56674,850, 57025.000199999995 ,5165," 67,088.24 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39665,340,120,70,700,80,16875,340," 16,921 ",1116," 49,767.65 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39666,4210,1610,880,8660,1180,268296,4210," 271,031 ",25576," 64,377.91 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39667,4560,1390,1170,9190,1160,218233,4560," 220,336 ",16711," 48,319.30 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39668,300,90,90,600,70,13456,300," 13,525 ",887," 45,083.33 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39669,1720,350,560,3170,540,89052,1720," 89,686 ",7282," 52,143.02 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39701,4520,860,1270,8110,1050,238313,4520," 240,965 ",24317," 53,310.84 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39702,9490,2550,2550,18370,2210,475532,9490," 478,491 ",37275," 50,420.55 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39705,5870,2000,970,10820,1540,429024,5870," 433,430 ",47954," 73,838.16 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39730,4340,1050,1270,8100,1070,209161,4340," 210,787 ",16000," 48,568.43 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39735,1590,550,360,3220,410,85426,1590," 86,210 ",6726," 54,220.13 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39737,100,40,0,200,30,5170,100," 5,181 ",388," 51,810.00 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39739,1070,200,380,2090,230,43633,1070, 44304.000100000005 ,2767," 41,405.61 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39740,2360,1170,300,5260,570,175058,2360," 176,086 ",16364," 74,612.71 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39741,590,220,130,1160,160,27891,590," 27,996 ",1832," 47,450.85 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39743,870,160,310,1660,180,34565,870, 34807.000199999995 ,2094," 40,008.05 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39744,2130,790,460,4380,610,114630,2130," 115,669 ",9445," 54,304.69 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39745,340,180,30,790,100,21580,340," 21,689 ",1648," 63,791.18 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39746,1250,530,210,2540,340,81111,1250," 81,603 ",6847," 65,282.40 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39747,620,190,190,1230,190,33226,620, 33501.000100000005 ,2736," 54,033.87 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39750,1230,450,250,2530,290,64671,1230," 65,274 ",4924," 53,068.29 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39751,520,200,90,1050,150,30309,520, 30571.000200000002 ,2405," 58,790.39 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39752,1050,510,140,2300,280,66212,1050," 66,765 ",5276," 63,585.71 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39755,420,120,100,790,110,19630,420," 19,706 ",1349," 46,919.05 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39756,850,110,320,1550,160,30818,850, 31111.000200000002 ,1618," 36,601.18 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39759,16380,4610,3020,29470,3390,1074606,16380," 1,085,498 ",115063," 66,269.72 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39766,1170,460,210,2430,280,71341,1170," 71,664 ",5927," 61,251.28 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39767,300,120,50,560,70,14026,300," 14,132 ",946," 47,106.67 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39769,750,340,110,1510,270,46192,750," 46,643 ",3637," 62,190.67 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39772,680,170,200,1300,180,26390,680, 26599.000200000002 ,1487," 39,116.18 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39773,6680,1530,1930,12410,1640,366568,6680," 370,106 ",36555," 55,405.09 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,39776,660,210,160,1310,170,31960,660," 32,296 ",2059," 48,933.33 ",6,Sum of all income groups (agi_stubs 1-6)
MS,28,99999,19230,5200,4160,34050,7790,1715172,19220," 1,733,522 ",238534," 90,146.75 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,0,539360,206810,45950,969750,165090,45148590,539350," 45,674,155 ",5535990," 84,682.13 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59001,760,380,40,1380,320,64560,760," 65,230 ",7499," 85,828.95 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59003,410,140,90,870,110,22178,410," 22,400 ",1594," 54,634.15 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59006,390,170,40,770,120,25491,390, 25691.000200000002 ,2170," 65,874.36 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59008,200,80,0,370,80,11971,200," 12,087 ",898," 60,435.00 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59011,1610,730,90,2980,600,118358,1610," 120,677 ",12272," 74,954.66 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59014,680,310,50,1240,240,45828,680," 46,303 ",4347," 68,092.65 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59015,220,110,0,450,70,15364,220," 15,542 ",1413," 70,645.46 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59016,250,60,80,600,50,12747,250," 12,780 ",875," 51,120.00 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59019,2070,1000,140,4030,700,189464,2070," 191,018 ",22874," 92,279.23 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59022,870,180,340,2190,180,34705,870," 34,760 ",1662," 39,954.02 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59024,170,70,0,310,70,10889,170," 10,957 ",792," 64,452.94 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59027,550,220,0,880,240,39371,550," 39,842 ",4236," 72,440.00 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59028,170,90,0,330,90,16549,170," 16,656 ",1881," 97,976.47 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59029,340,130,30,600,120,23381,340," 23,458 ",2345," 68,994.12 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59030,710,230,20,1060,250,44661,710, 45120.000100000005 ,4062," 63,549.30 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59031,130,40,50,330,30,6212,130," 6,212 ",371," 47,784.62 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59032,260,110,0,450,90,12831,260," 13,114 ",782," 50,438.46 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59034,1810,650,310,3630,570,116042,1810," 117,306 ",9071," 64,809.94 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59037,940,470,70,1820,350,78517,940," 79,339 ",8449," 84,403.19 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59038,250,140,0,550,130,17820,250, 18119.000200000002 ,1548," 72,476.00 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59041,1010,510,80,1990,350,83704,1010," 84,712 ",9067," 83,873.27 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59044,6000,2550,540,11370,1730,464494,6000," 468,768 ",49477," 78,128.00 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59046,240,120,0,540,90,15230,240," 15,446 ",1216," 64,358.33 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59047,7260,2590,510,12110,2230,621807,7260," 630,984 ",76451," 86,912.40 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59050,520,120,180,1240,130,21705,520, 21834.000200000002 ,1132," 41,988.46 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59053,150,60,0,240,50,8786,150," 8,786 ",734," 58,573.33 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59057,340,190,0,700,130,31350,340, 31627.000399999997 ,3460," 93,020.59 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59061,120,70,0,250,80,12506,120," 12,605 ",1296," 105,041.67 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59063,1100,570,60,2120,400,98334,1100," 98,931 ",11083," 89,937.27 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59064,100,50,0,210,30,7395,100, 7447.000300000001 ,651," 74,470.00 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59065,180,70,0,290,80,16351,180, 16561.000200000002 ,2097," 92,005.56 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59068,2110,840,120,3500,890,192675,2110," 196,267 ",23701," 93,017.54 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59069,270,150,0,500,100,25634,270," 25,726 ",2870," 95,281.48 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59070,670,330,40,1340,240,61400,670, 62254.000100000005 ,7725," 92,916.42 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59072,1930,930,150,3810,730,119237,1930," 120,564 ",10407," 62,468.39 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59074,220,100,0,410,90,10037,220," 10,074 ",780," 45,790.91 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59075,110,40,30,230,30,4748,110," 4,748 ",294," 43,163.64 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59079,1710,840,120,3420,520,138408,1710," 139,802 ",14408," 81,755.56 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59086,390,200,0,710,160,27689,390," 28,132 ",3045," 72,133.33 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59087,180,80,0,330,60,9719,180," 9,944 ",628," 55,244.45 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59088,600,280,50,1200,180,40863,600, 41199.000100000005 ,3546," 68,665.00 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59089,120,40,40,310,30,4729,120," 4,729 ",213," 39,408.33 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59101,19240,5400,2610,33290,4320,1243999,19240," 1,254,682 ",135372," 65,212.16 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59102,24040,8150,2330,41270,7830,1881082,24040," 1,900,792 ",219785," 79,067.89 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59105,16540,6450,1880,31290,4560,1213140,16540," 1,223,960 ",122094," 74,000.00 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59106,10950,5410,520,21690,3300,1559849,10950," 1,576,070 ",240984," 143,933.33 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59201,1760,520,350,3560,540,93561,1760," 94,841 ",7189," 53,886.93 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59212,230,100,30,480,50,19153,230," 19,346 ",1530," 84,113.04 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59213,200,50,60,460,60,11299,200," 11,299 ",944," 56,495.00 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59215,530,260,20,1000,220,34210,530, 34817.000100000005 ,2836," 65,692.45 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59218,520,220,50,980,190,39428,520," 39,900 ",4217," 76,730.77 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59221,720,270,100,1390,200,59974,720," 60,469 ",6944," 83,984.72 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59222,110,40,0,190,50,8490,110," 8,758 ",742," 79,618.18 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59223,220,130,0,380,130,18805,220," 18,903 ",1930," 85,922.73 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59225,140,50,40,370,40,8057,140," 8,205 ",485," 58,607.15 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59226,170,80,0,340,70,12029,170," 12,092 ",941," 71,129.41 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59230,2270,840,200,4030,760,160185,2270," 162,365 ",15827," 71,526.43 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59241,150,80,0,280,80,8636,150," 8,819 ",543," 58,793.34 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59243,170,80,0,350,50,12169,170," 12,371 ",1082," 72,770.59 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59247,160,60,0,290,60,9064,160," 9,111 ",763," 56,943.75 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59248,320,140,30,590,100,22438,320," 22,679 ",2164," 70,871.88 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59254,1030,400,90,1850,400,78482,1030," 80,066 ",8857," 77,733.98 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59255,1070,230,350,2360,250,52838,1070," 53,352 ",3971," 49,861.68 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59259,170,90,0,370,60,12161,170," 12,234 ",977," 71,964.71 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59261,210,80,0,330,90,10510,200," 10,652 ",678," 50,723.81 ",6,Sum of all income groups (agi_stubs 1-6)
MT,30,59262,300,160,0,600,110,25854,300," 26,047 ",3077," 86,823.33 ",6,Sum of all income groups (agi_stubs 1-6)
